,E1,E2,REL
24179,CHEMICAL,GENE-N,Not
24180,GENE-N,CHEMICAL,Not
24181,GENE-N,CHEMICAL,Not
24182,GENE-N,CHEMICAL,Not
24183,GENE-N,GENE-N,Not
24184,GENE-N,GENE-Y,Not
24185,GENE-N,GENE-N,Not
24186,GENE-N,CHEMICAL,Not
24187,GENE-N,CHEMICAL,Not
24188,GENE-N,CHEMICAL,Not
24189,GENE-N,GENE-N,Not
24190,GENE-N,GENE-Y,Not
24191,GENE-N,GENE-N,Not
24192,GENE-Y,CHEMICAL,Not
24193,GENE-Y,CHEMICAL,Not
24194,GENE-Y,CHEMICAL,Not
24195,GENE-Y,GENE-N,Not
24196,GENE-Y,GENE-N,Not
24197,GENE-Y,GENE-N,Not
24198,GENE-N,CHEMICAL,Not
24199,GENE-N,CHEMICAL,Not
24200,GENE-N,CHEMICAL,Not
24201,GENE-N,GENE-N,Not
24202,GENE-N,GENE-N,Not
24203,GENE-N,GENE-Y,Not
24204,GENE-Y,GENE-Y,Not
24205,GENE-Y,GENE-Y,Not
24206,GENE-Y,GENE-Y,Not
24207,GENE-Y,GENE-Y,Not
24208,GENE-Y,GENE-Y,Not
24209,GENE-Y,GENE-Y,Not
24210,GENE-Y,GENE-Y,Not
24211,GENE-Y,GENE-Y,Not
24212,GENE-Y,GENE-Y,Not
24213,GENE-Y,GENE-Y,Not
24214,GENE-Y,GENE-Y,Not
24215,GENE-Y,GENE-Y,Not
24216,CHEMICAL,GENE-N,Not
24217,CHEMICAL,CHEMICAL,Not
24218,CHEMICAL,GENE-N,Not
24219,CHEMICAL,CHEMICAL,Not
24220,GENE-N,CHEMICAL,Not
24221,GENE-N,CHEMICAL,Not
24222,CHEMICAL,GENE-N,Upregulator
24223,GENE-N,CHEMICAL,Not
24224,CHEMICAL,GENE-N,Upregulator
24225,GENE-N,CHEMICAL,Not
24226,CHEMICAL,CHEMICAL,Not
24227,CHEMICAL,CHEMICAL,Not
24228,CHEMICAL,CHEMICAL,Not
24229,CHEMICAL,CHEMICAL,Not
24230,CHEMICAL,CHEMICAL,Not
24231,CHEMICAL,CHEMICAL,Not
24232,CHEMICAL,CHEMICAL,Not
24233,CHEMICAL,GENE-N,Not
24234,CHEMICAL,CHEMICAL,Not
24235,CHEMICAL,GENE-N,Not
24236,GENE-N,CHEMICAL,Not
24237,GENE-N,CHEMICAL,Not
24238,GENE-N,GENE-N,Not
24239,GENE-N,GENE-N,Not
24240,GENE-N,GENE-N,Not
24241,GENE-N,GENE-N,Not
24242,GENE-N,GENE-N,Not
24243,GENE-N,GENE-N,Not
24244,GENE-N,GENE-N,Not
24245,GENE-N,GENE-N,Not
24246,GENE-N,GENE-N,Not
24247,GENE-N,GENE-N,Not
24248,GENE-N,GENE-Y,Not
24249,GENE-N,GENE-Y,Not
24250,GENE-N,GENE-N,Not
24251,GENE-Y,GENE-N,Not
24252,GENE-Y,GENE-Y,Not
24253,GENE-Y,GENE-N,Not
24254,GENE-Y,GENE-N,Not
24255,GENE-Y,GENE-Y,Not
24256,GENE-Y,GENE-N,Not
24257,GENE-N,GENE-N,Not
24258,GENE-N,GENE-Y,Not
24259,GENE-N,GENE-Y,Not
24260,CHEMICAL,GENE-N,Not
24261,CHEMICAL,GENE-N,Not
24262,CHEMICAL,CHEMICAL,Not
24263,CHEMICAL,GENE-N,Not
24264,CHEMICAL,CHEMICAL,Not
24265,CHEMICAL,GENE-N,Not
24266,GENE-N,CHEMICAL,Not
24267,GENE-N,CHEMICAL,Not
24268,GENE-N,GENE-N,Not
24269,GENE-N,CHEMICAL,Not
24270,GENE-N,CHEMICAL,Not
24271,GENE-N,GENE-N,Not
24272,GENE-N,GENE-Y,Not
24273,GENE-N,GENE-N,Not
24274,GENE-N,GENE-N,Not
24275,GENE-Y,GENE-N,Not
24276,GENE-Y,GENE-N,Not
24277,GENE-Y,GENE-N,Not
24278,GENE-N,GENE-N,Not
24279,GENE-N,GENE-Y,Not
24280,GENE-N,GENE-N,Not
24281,GENE-N,GENE-N,Not
24282,GENE-N,GENE-Y,Not
24283,GENE-N,GENE-N,Not
24284,GENE-N,GENE-Y,Not
24285,GENE-N,GENE-N,Not
24286,GENE-Y,GENE-N,Not
24287,GENE-Y,GENE-N,Not
24288,GENE-N,GENE-N,Not
24289,GENE-N,GENE-Y,Not
24290,CHEMICAL,GENE-Y,Not
24291,CHEMICAL,GENE-Y,Not
24292,CHEMICAL,GENE-Y,Not
24293,CHEMICAL,GENE-Y,Not
24294,CHEMICAL,GENE-Y,Not
24295,CHEMICAL,GENE-Y,Not
24296,GENE-Y,CHEMICAL,Not
24297,GENE-Y,GENE-Y,Not
24298,GENE-Y,GENE-Y,Not
24299,GENE-Y,GENE-Y,Not
24300,GENE-Y,GENE-Y,Not
24301,GENE-Y,GENE-Y,Not
24302,GENE-Y,CHEMICAL,Not
24303,GENE-Y,GENE-Y,Not
24304,GENE-Y,GENE-Y,Not
24305,GENE-Y,GENE-Y,Not
24306,GENE-Y,GENE-Y,Not
24307,GENE-Y,GENE-Y,Not
24308,GENE-Y,CHEMICAL,Not
24309,GENE-Y,GENE-Y,Not
24310,GENE-Y,GENE-Y,Not
24311,GENE-Y,GENE-Y,Not
24312,GENE-Y,GENE-Y,Not
24313,GENE-Y,GENE-Y,Not
24314,GENE-Y,CHEMICAL,Not
24315,GENE-Y,GENE-Y,Not
24316,GENE-Y,GENE-Y,Not
24317,GENE-Y,GENE-Y,Not
24318,GENE-Y,GENE-Y,Not
24319,GENE-Y,GENE-Y,Not
24320,GENE-Y,CHEMICAL,Not
24321,GENE-Y,GENE-Y,Not
24322,GENE-Y,GENE-Y,Not
24323,GENE-Y,GENE-Y,Not
24324,GENE-Y,GENE-Y,Not
24325,GENE-Y,GENE-Y,Not
24326,GENE-Y,CHEMICAL,Not
24327,GENE-Y,GENE-Y,Not
24328,GENE-Y,GENE-Y,Not
24329,GENE-Y,GENE-Y,Not
24330,GENE-Y,GENE-Y,Not
24331,GENE-Y,GENE-Y,Not
24332,CHEMICAL,GENE-Y,Downregulator
24333,GENE-Y,CHEMICAL,Not
24334,CHEMICAL,CHEMICAL,Not
24335,CHEMICAL,CHEMICAL,Not
24336,CHEMICAL,GENE-Y,Downregulator
24337,GENE-Y,CHEMICAL,Not
24338,CHEMICAL,GENE-Y,Downregulator
24339,CHEMICAL,GENE-Y,Downregulator
24340,CHEMICAL,CHEMICAL,Not
24341,CHEMICAL,CHEMICAL,Not
24342,CHEMICAL,CHEMICAL,Not
24343,CHEMICAL,CHEMICAL,Not
24344,CHEMICAL,CHEMICAL,Not
24345,CHEMICAL,CHEMICAL,Not
24346,CHEMICAL,GENE-Y,Not
24347,CHEMICAL,GENE-Y,Not
24348,CHEMICAL,CHEMICAL,Not
24349,CHEMICAL,CHEMICAL,Not
24350,CHEMICAL,CHEMICAL,Not
24351,CHEMICAL,GENE-Y,Not
24352,CHEMICAL,GENE-Y,Not
24353,CHEMICAL,CHEMICAL,Not
24354,CHEMICAL,CHEMICAL,Not
24355,CHEMICAL,CHEMICAL,Not
24356,CHEMICAL,GENE-Y,Not
24357,CHEMICAL,GENE-Y,Not
24358,GENE-Y,CHEMICAL,Not
24359,GENE-Y,CHEMICAL,Not
24360,GENE-Y,CHEMICAL,Not
24361,GENE-Y,CHEMICAL,Not
24362,GENE-Y,GENE-Y,Not
24363,GENE-Y,CHEMICAL,Not
24364,GENE-Y,CHEMICAL,Not
24365,GENE-Y,CHEMICAL,Not
24366,GENE-Y,CHEMICAL,Not
24367,GENE-Y,GENE-Y,Not
24368,CHEMICAL,GENE-Y,Upregulator
24369,CHEMICAL,GENE-Y,Upregulator
24370,CHEMICAL,GENE-Y,Upregulator
24371,GENE-Y,CHEMICAL,Not
24372,GENE-Y,GENE-Y,Not
24373,GENE-Y,GENE-Y,Not
24374,GENE-Y,CHEMICAL,Not
24375,GENE-Y,GENE-Y,Not
24376,GENE-Y,GENE-Y,Not
24377,GENE-Y,CHEMICAL,Not
24378,GENE-Y,GENE-Y,Not
24379,GENE-Y,GENE-Y,Not
24380,CHEMICAL,GENE-N,Not
24381,CHEMICAL,GENE-N,Not
24382,GENE-N,CHEMICAL,Not
24383,GENE-N,GENE-N,Not
24384,GENE-N,CHEMICAL,Not
24385,GENE-N,GENE-N,Not
24386,CHEMICAL,GENE-N,Upregulator
24387,CHEMICAL,GENE-N,Upregulator
24388,CHEMICAL,GENE-N,Substrate
24389,CHEMICAL,GENE-N,Substrate
24390,CHEMICAL,CHEMICAL,Not
24391,CHEMICAL,CHEMICAL,Not
24392,CHEMICAL,CHEMICAL,Not
24393,CHEMICAL,GENE-N,Not
24394,CHEMICAL,CHEMICAL,Not
24395,CHEMICAL,CHEMICAL,Not
24396,CHEMICAL,CHEMICAL,Not
24397,CHEMICAL,GENE-N,Not
24398,CHEMICAL,CHEMICAL,Not
24399,CHEMICAL,CHEMICAL,Not
24400,CHEMICAL,CHEMICAL,Not
24401,CHEMICAL,GENE-N,Not
24402,CHEMICAL,CHEMICAL,Not
24403,CHEMICAL,CHEMICAL,Not
24404,CHEMICAL,CHEMICAL,Not
24405,CHEMICAL,GENE-N,Not
24406,GENE-N,CHEMICAL,Not
24407,GENE-N,CHEMICAL,Not
24408,GENE-N,CHEMICAL,Not
24409,GENE-N,CHEMICAL,Not
24410,GENE-N,GENE-N,Not
24411,GENE-N,CHEMICAL,Not
24412,GENE-N,CHEMICAL,Not
24413,GENE-N,CHEMICAL,Not
24414,GENE-N,CHEMICAL,Not
24415,GENE-N,GENE-N,Not
24416,CHEMICAL,CHEMICAL,Not
24417,CHEMICAL,CHEMICAL,Not
24418,CHEMICAL,GENE-Y,Downregulator
24419,CHEMICAL,GENE-Y,Substrate
24420,CHEMICAL,CHEMICAL,Not
24421,CHEMICAL,CHEMICAL,Not
24422,GENE-Y,CHEMICAL,Not
24423,GENE-Y,CHEMICAL,Not
24424,CHEMICAL,GENE-Y,Downregulator
24425,CHEMICAL,GENE-Y,Substrate
24426,CHEMICAL,CHEMICAL,Not
24427,CHEMICAL,CHEMICAL,Not
24428,GENE-Y,CHEMICAL,Not
24429,GENE-Y,CHEMICAL,Not
24430,CHEMICAL,GENE-Y,Downregulator
24431,CHEMICAL,GENE-Y,Substrate
24432,CHEMICAL,CHEMICAL,Not
24433,CHEMICAL,CHEMICAL,Not
24434,GENE-Y,CHEMICAL,Not
24435,GENE-Y,CHEMICAL,Not
24436,CHEMICAL,GENE-Y,Not
24437,CHEMICAL,CHEMICAL,Not
24438,CHEMICAL,CHEMICAL,Not
24439,CHEMICAL,GENE-Y,Not
24440,GENE-Y,CHEMICAL,Not
24441,GENE-Y,CHEMICAL,Not
24442,CHEMICAL,CHEMICAL,Not
24443,CHEMICAL,CHEMICAL,Not
24444,CHEMICAL,GENE-Y,Not
24445,CHEMICAL,CHEMICAL,Not
24446,CHEMICAL,CHEMICAL,Not
24447,CHEMICAL,GENE-Y,Not
24448,CHEMICAL,CHEMICAL,Not
24449,CHEMICAL,CHEMICAL,Not
24450,CHEMICAL,GENE-Y,Not
24451,GENE-Y,CHEMICAL,Not
24452,GENE-Y,CHEMICAL,Not
24453,GENE-Y,CHEMICAL,Not
24454,CHEMICAL,GENE-N,Upregulator
24455,CHEMICAL,GENE-N,Upregulator
24456,CHEMICAL,GENE-N,Upregulator
24457,CHEMICAL,CHEMICAL,Not
24458,CHEMICAL,CHEMICAL,Not
24459,CHEMICAL,CHEMICAL,Not
24460,CHEMICAL,GENE-Y,Not
24461,CHEMICAL,CHEMICAL,Not
24462,CHEMICAL,CHEMICAL,Not
24463,CHEMICAL,CHEMICAL,Not
24464,CHEMICAL,GENE-Y,Not
24465,CHEMICAL,CHEMICAL,Not
24466,CHEMICAL,CHEMICAL,Not
24467,CHEMICAL,CHEMICAL,Not
24468,CHEMICAL,GENE-Y,Not
24469,CHEMICAL,CHEMICAL,Not
24470,CHEMICAL,CHEMICAL,Not
24471,CHEMICAL,CHEMICAL,Not
24472,CHEMICAL,GENE-N,Not
24473,CHEMICAL,GENE-Y,Not
24474,GENE-N,CHEMICAL,Not
24475,GENE-N,CHEMICAL,Not
24476,GENE-N,CHEMICAL,Not
24477,GENE-N,CHEMICAL,Not
24478,GENE-N,GENE-Y,Not
24479,GENE-Y,CHEMICAL,Not
24480,GENE-Y,CHEMICAL,Not
24481,GENE-Y,CHEMICAL,Not
24482,GENE-Y,CHEMICAL,Not
24483,GENE-Y,GENE-N,Not
24484,CHEMICAL,GENE-N,Upregulator
24485,GENE-N,CHEMICAL,Not
24486,CHEMICAL,GENE-Y,Upregulator
24487,CHEMICAL,GENE-Y,Upregulator
24488,CHEMICAL,GENE-Y,Not
24489,CHEMICAL,GENE-Y,Not
24490,CHEMICAL,CHEMICAL,Not
24491,CHEMICAL,CHEMICAL,Not
24492,CHEMICAL,CHEMICAL,Not
24493,CHEMICAL,CHEMICAL,Not
24494,CHEMICAL,CHEMICAL,Not
24495,CHEMICAL,CHEMICAL,Not
24496,CHEMICAL,CHEMICAL,Not
24497,CHEMICAL,CHEMICAL,Not
24498,CHEMICAL,CHEMICAL,Not
24499,CHEMICAL,CHEMICAL,Not
24500,CHEMICAL,CHEMICAL,Not
24501,CHEMICAL,CHEMICAL,Not
24502,GENE-Y,CHEMICAL,Not
24503,GENE-Y,CHEMICAL,Not
24504,GENE-Y,CHEMICAL,Not
24505,GENE-Y,CHEMICAL,Not
24506,CHEMICAL,GENE-Y,Upregulator
24507,CHEMICAL,GENE-Y,Not
24508,CHEMICAL,GENE-Y,Not
24509,CHEMICAL,CHEMICAL,Not
24510,CHEMICAL,CHEMICAL,Not
24511,CHEMICAL,CHEMICAL,Not
24512,CHEMICAL,CHEMICAL,Not
24513,CHEMICAL,CHEMICAL,Not
24514,CHEMICAL,CHEMICAL,Not
24515,GENE-Y,CHEMICAL,Not
24516,GENE-Y,CHEMICAL,Not
24517,GENE-Y,CHEMICAL,Not
24518,GENE-N,GENE-Y,Not
24519,GENE-N,GENE-N,Not
24520,GENE-N,GENE-Y,Not
24521,GENE-Y,GENE-N,Not
24522,GENE-Y,GENE-N,Not
24523,GENE-Y,GENE-Y,Not
24524,GENE-N,GENE-N,Not
24525,GENE-N,GENE-Y,Not
24526,GENE-N,GENE-Y,Not
24527,GENE-Y,GENE-N,Not
24528,GENE-Y,GENE-Y,Not
24529,GENE-Y,GENE-N,Not
24530,GENE-N,GENE-N,Not
24531,GENE-N,GENE-N,Not
24532,GENE-N,GENE-Y,Not
24533,GENE-N,GENE-N,Not
24534,GENE-Y,GENE-N,Not
24535,GENE-Y,GENE-N,Not
24536,GENE-N,GENE-N,Not
24537,GENE-N,GENE-Y,Not
24538,GENE-N,GENE-Y,Not
24539,GENE-Y,GENE-N,Not
24540,GENE-N,GENE-Y,Not
24541,GENE-N,GENE-Y,Not
24542,GENE-Y,GENE-N,Not
24543,GENE-Y,GENE-Y,Not
24544,GENE-Y,GENE-N,Not
24545,GENE-Y,GENE-Y,Not
24546,GENE-Y,GENE-Y,Not
24547,CHEMICAL,GENE-N,Not
24548,GENE-Y,GENE-N,Not
24549,GENE-Y,GENE-Y,Not
24550,GENE-Y,CHEMICAL,Not
24551,CHEMICAL,GENE-Y,Not
24552,GENE-Y,GENE-Y,Not
24553,CHEMICAL,GENE-Y,Not
24554,GENE-N,GENE-Y,Not
24555,GENE-N,GENE-Y,Not
24556,GENE-Y,GENE-Y,Not
24557,GENE-Y,GENE-N,Not
24558,GENE-Y,CHEMICAL,Not
24559,GENE-Y,GENE-Y,Not
24560,GENE-Y,GENE-Y,Not
24561,GENE-Y,GENE-Y,Not
24562,GENE-Y,GENE-N,Not
24563,GENE-Y,GENE-N,Not
24564,GENE-N,CHEMICAL,Not
24565,GENE-Y,GENE-Y,Not
24566,GENE-Y,GENE-Y,Not
24567,GENE-N,CHEMICAL,Not
24568,GENE-Y,GENE-Y,Not
24569,CHEMICAL,GENE-Y,Not
24570,GENE-Y,GENE-Y,Not
24571,GENE-N,GENE-Y,Not
24572,GENE-Y,CHEMICAL,Not
24573,GENE-Y,CHEMICAL,Not
24574,GENE-Y,GENE-Y,Not
24575,GENE-Y,GENE-N,Not
24576,GENE-Y,GENE-Y,Not
24577,GENE-Y,GENE-N,Not
24578,GENE-Y,GENE-Y,Not
24579,GENE-Y,GENE-Y,Not
24580,GENE-N,GENE-N,Not
24581,GENE-N,GENE-Y,Not
24582,GENE-Y,GENE-Y,Not
24583,GENE-Y,GENE-N,Not
24584,GENE-Y,GENE-Y,Not
24585,GENE-N,GENE-Y,Not
24586,GENE-Y,GENE-Y,Not
24587,GENE-Y,CHEMICAL,Not
24588,GENE-Y,GENE-N,Not
24589,GENE-Y,GENE-Y,Not
24590,GENE-Y,GENE-Y,Not
24591,GENE-N,GENE-Y,Not
24592,GENE-Y,GENE-Y,Not
24593,GENE-Y,GENE-Y,Not
24594,GENE-Y,GENE-Y,Not
24595,CHEMICAL,GENE-Y,Not
24596,GENE-N,GENE-Y,Not
24597,GENE-N,GENE-Y,Not
24598,GENE-N,GENE-N,Not
24599,GENE-Y,GENE-N,Not
24600,GENE-Y,GENE-Y,Not
24601,GENE-Y,GENE-N,Not
24602,GENE-Y,GENE-N,Not
24603,GENE-Y,GENE-Y,Not
24604,GENE-Y,GENE-N,Not
24605,GENE-N,GENE-N,Not
24606,GENE-N,GENE-Y,Not
24607,GENE-N,GENE-Y,Not
24608,CHEMICAL,GENE-N,Upregulator
24609,CHEMICAL,GENE-Y,Upregulator
24610,CHEMICAL,GENE-Y,Upregulator
24611,CHEMICAL,GENE-Y,Upregulator
24612,CHEMICAL,GENE-N,Substrate
24613,GENE-N,CHEMICAL,Not
24614,GENE-N,GENE-Y,Not
24615,GENE-N,GENE-Y,Not
24616,GENE-N,GENE-Y,Not
24617,GENE-N,GENE-N,Not
24618,GENE-Y,CHEMICAL,Not
24619,GENE-Y,GENE-N,Not
24620,GENE-Y,GENE-Y,Not
24621,GENE-Y,GENE-Y,Not
24622,GENE-Y,GENE-N,Not
24623,GENE-Y,CHEMICAL,Not
24624,GENE-Y,GENE-N,Not
24625,GENE-Y,GENE-Y,Not
24626,GENE-Y,GENE-Y,Not
24627,GENE-Y,GENE-N,Not
24628,GENE-Y,CHEMICAL,Not
24629,GENE-Y,GENE-N,Not
24630,GENE-Y,GENE-Y,Not
24631,GENE-Y,GENE-Y,Not
24632,GENE-Y,GENE-N,Not
24633,GENE-N,CHEMICAL,Not
24634,GENE-N,GENE-N,Not
24635,GENE-N,GENE-Y,Not
24636,GENE-N,GENE-Y,Not
24637,GENE-N,GENE-Y,Not
24638,GENE-Y,GENE-Y,Not
24639,GENE-Y,GENE-N,Not
24640,GENE-Y,GENE-Y,Not
24641,GENE-Y,GENE-N,Not
24642,GENE-N,GENE-Y,Not
24643,GENE-N,GENE-Y,Not
24644,GENE-N,GENE-Y,Not
24645,GENE-Y,GENE-N,Not
24646,CHEMICAL,GENE-N,Downregulator
24647,CHEMICAL,GENE-N,Substrate
24648,CHEMICAL,CHEMICAL,Not
24649,CHEMICAL,CHEMICAL,Not
24650,GENE-N,CHEMICAL,Not
24651,GENE-N,CHEMICAL,Not
24652,CHEMICAL,GENE-Y,Downregulator
24653,CHEMICAL,GENE-Y,Downregulator
24654,CHEMICAL,GENE-N,Downregulator
24655,CHEMICAL,GENE-Y,Substrate
24656,CHEMICAL,GENE-Y,Substrate
24657,CHEMICAL,GENE-Y,Substrate
24658,CHEMICAL,GENE-Y,Substrate
24659,CHEMICAL,CHEMICAL,Not
24660,CHEMICAL,CHEMICAL,Not
24661,CHEMICAL,CHEMICAL,Not
24662,CHEMICAL,CHEMICAL,Not
24663,CHEMICAL,GENE-N,Not
24664,CHEMICAL,CHEMICAL,Not
24665,CHEMICAL,CHEMICAL,Not
24666,CHEMICAL,GENE-N,Not
24667,GENE-Y,CHEMICAL,Not
24668,GENE-Y,CHEMICAL,Not
24669,GENE-Y,CHEMICAL,Not
24670,GENE-Y,GENE-Y,Not
24671,GENE-Y,GENE-N,Not
24672,GENE-Y,CHEMICAL,Not
24673,GENE-Y,CHEMICAL,Not
24674,GENE-Y,CHEMICAL,Not
24675,GENE-Y,GENE-Y,Not
24676,GENE-Y,GENE-N,Not
24677,GENE-N,CHEMICAL,Not
24678,GENE-N,CHEMICAL,Not
24679,GENE-N,CHEMICAL,Not
24680,GENE-N,GENE-Y,Not
24681,GENE-N,GENE-Y,Not
24682,CHEMICAL,GENE-Y,Downregulator
24683,CHEMICAL,GENE-Y,Downregulator
24684,CHEMICAL,GENE-Y,Downregulator
24685,CHEMICAL,CHEMICAL,Not
24686,CHEMICAL,CHEMICAL,Not
24687,CHEMICAL,CHEMICAL,Not
24688,CHEMICAL,CHEMICAL,Not
24689,CHEMICAL,CHEMICAL,Not
24690,CHEMICAL,CHEMICAL,Not
24691,GENE-Y,CHEMICAL,Not
24692,GENE-Y,CHEMICAL,Not
24693,GENE-Y,CHEMICAL,Not
24694,CHEMICAL,GENE-N,Downregulator
24695,CHEMICAL,GENE-Y,Downregulator
24696,CHEMICAL,GENE-N,Not
24697,GENE-N,CHEMICAL,Not
24698,GENE-N,GENE-N,Not
24699,GENE-N,GENE-Y,Not
24700,GENE-N,CHEMICAL,Not
24701,GENE-N,GENE-N,Not
24702,GENE-N,GENE-Y,Not
24703,GENE-Y,CHEMICAL,Not
24704,GENE-Y,GENE-N,Not
24705,GENE-Y,GENE-N,Not
24706,CHEMICAL,GENE-Y,Upregulator
24707,CHEMICAL,GENE-Y,Upregulator
24708,CHEMICAL,GENE-Y,Upregulator
24709,CHEMICAL,GENE-Y,Downregulator
24710,CHEMICAL,CHEMICAL,Not
24711,CHEMICAL,GENE-Y,Not
24712,CHEMICAL,GENE-Y,Not
24713,CHEMICAL,CHEMICAL,Not
24714,CHEMICAL,GENE-Y,Not
24715,CHEMICAL,GENE-Y,Not
24716,GENE-Y,CHEMICAL,Not
24717,GENE-Y,CHEMICAL,Not
24718,GENE-Y,GENE-Y,Not
24719,GENE-Y,GENE-Y,Not
24720,GENE-Y,GENE-Y,Not
24721,GENE-Y,CHEMICAL,Not
24722,GENE-Y,CHEMICAL,Not
24723,GENE-Y,GENE-Y,Not
24724,GENE-Y,GENE-Y,Not
24725,GENE-Y,GENE-Y,Not
24726,GENE-Y,CHEMICAL,Not
24727,GENE-Y,CHEMICAL,Not
24728,GENE-Y,GENE-Y,Not
24729,GENE-Y,GENE-Y,Not
24730,GENE-Y,GENE-Y,Not
24731,GENE-Y,CHEMICAL,Not
24732,GENE-Y,CHEMICAL,Not
24733,GENE-Y,GENE-Y,Not
24734,GENE-Y,GENE-Y,Not
24735,GENE-Y,GENE-Y,Not
24736,CHEMICAL,GENE-N,Upregulator
24737,CHEMICAL,GENE-N,Upregulator
24738,CHEMICAL,GENE-Y,Not
24739,CHEMICAL,GENE-Y,Not
24740,GENE-N,CHEMICAL,Not
24741,GENE-N,GENE-N,Not
24742,GENE-N,GENE-Y,Not
24743,GENE-N,GENE-Y,Not
24744,GENE-N,CHEMICAL,Not
24745,GENE-N,GENE-N,Not
24746,GENE-N,GENE-Y,Not
24747,GENE-N,GENE-Y,Not
24748,GENE-Y,CHEMICAL,Not
24749,GENE-Y,GENE-N,Not
24750,GENE-Y,GENE-N,Not
24751,GENE-Y,GENE-Y,Not
24752,GENE-Y,CHEMICAL,Not
24753,GENE-Y,GENE-N,Not
24754,GENE-Y,GENE-N,Not
24755,GENE-Y,GENE-Y,Not
24756,CHEMICAL,GENE-Y,Downregulator
24757,CHEMICAL,GENE-Y,Downregulator
24758,CHEMICAL,GENE-Y,Not
24759,CHEMICAL,CHEMICAL,Not
24760,CHEMICAL,GENE-Y,Not
24761,CHEMICAL,GENE-Y,Not
24762,CHEMICAL,GENE-Y,Not
24763,CHEMICAL,CHEMICAL,Not
24764,CHEMICAL,GENE-Y,Not
24765,CHEMICAL,GENE-Y,Not
24766,GENE-Y,CHEMICAL,Not
24767,GENE-Y,CHEMICAL,Not
24768,GENE-Y,GENE-Y,Not
24769,GENE-Y,GENE-Y,Not
24770,GENE-Y,GENE-Y,Not
24771,GENE-Y,CHEMICAL,Not
24772,GENE-Y,CHEMICAL,Not
24773,GENE-Y,GENE-Y,Not
24774,GENE-Y,GENE-Y,Not
24775,GENE-Y,GENE-Y,Not
24776,GENE-Y,CHEMICAL,Not
24777,GENE-Y,CHEMICAL,Not
24778,GENE-Y,GENE-Y,Not
24779,GENE-Y,GENE-Y,Not
24780,GENE-Y,GENE-Y,Not
24781,GENE-Y,CHEMICAL,Not
24782,GENE-Y,CHEMICAL,Not
24783,GENE-Y,GENE-Y,Not
24784,GENE-Y,GENE-Y,Not
24785,GENE-Y,GENE-Y,Not
24786,GENE-N,GENE-N,Not
24787,GENE-Y,GENE-Y,Not
24788,GENE-Y,CHEMICAL,Not
24789,GENE-Y,GENE-Y,Not
24790,GENE-N,GENE-Y,Not
24791,GENE-Y,GENE-Y,Not
24792,GENE-N,GENE-N,Not
24793,GENE-Y,GENE-N,Not
24794,GENE-Y,GENE-N,Not
24795,GENE-N,CHEMICAL,Not
24796,GENE-N,GENE-N,Not
24797,GENE-Y,GENE-N,Not
24798,GENE-N,GENE-N,Not
24799,GENE-Y,GENE-N,Not
24800,GENE-Y,CHEMICAL,Not
24801,GENE-Y,GENE-Y,Not
24802,GENE-N,GENE-N,Not
24803,CHEMICAL,GENE-N,Not
24804,GENE-N,GENE-N,Not
24805,GENE-Y,GENE-Y,Not
24806,GENE-N,GENE-N,Not
24807,GENE-N,GENE-N,Not
24808,GENE-N,GENE-N,Not
24809,GENE-N,GENE-N,Not
24810,GENE-N,GENE-N,Not
24811,GENE-Y,GENE-Y,Not
24812,GENE-Y,GENE-N,Not
24813,GENE-N,CHEMICAL,Not
24814,GENE-Y,GENE-Y,Not
24815,GENE-Y,GENE-Y,Not
24816,GENE-N,GENE-Y,Not
24817,GENE-Y,GENE-N,Not
24818,GENE-N,GENE-Y,Not
24819,GENE-Y,GENE-Y,Not
24820,GENE-Y,GENE-Y,Not
24821,GENE-Y,GENE-N,Not
24822,GENE-Y,GENE-Y,Not
24823,GENE-Y,GENE-Y,Not
24824,GENE-Y,GENE-N,Not
24825,GENE-N,GENE-N,Not
24826,GENE-Y,GENE-N,Not
24827,GENE-N,GENE-N,Not
24828,GENE-N,GENE-Y,Not
24829,GENE-N,GENE-Y,Not
24830,GENE-Y,GENE-Y,Not
24831,CHEMICAL,GENE-N,Not
24832,GENE-Y,GENE-N,Not
24833,GENE-Y,GENE-Y,Not
24834,GENE-Y,GENE-N,Not
24835,GENE-N,GENE-Y,Not
24836,GENE-N,GENE-Y,Not
24837,GENE-Y,GENE-Y,Not
24838,GENE-N,GENE-Y,Not
24839,GENE-Y,GENE-Y,Not
24840,GENE-Y,GENE-Y,Not
24841,GENE-Y,GENE-N,Not
24842,GENE-Y,GENE-Y,Not
24843,GENE-Y,GENE-Y,Not
24844,GENE-Y,GENE-N,Not
24845,GENE-N,GENE-Y,Not
24846,GENE-Y,GENE-Y,Not
24847,GENE-Y,GENE-Y,Not
24848,GENE-N,GENE-Y,Not
24849,GENE-Y,GENE-N,Not
24850,GENE-N,GENE-Y,Not
24851,GENE-Y,GENE-Y,Not
24852,GENE-N,GENE-Y,Not
24853,GENE-N,GENE-Y,Not
24854,GENE-Y,GENE-Y,Not
24855,GENE-Y,GENE-Y,Not
24856,GENE-Y,GENE-Y,Not
24857,GENE-Y,GENE-N,Not
24858,GENE-Y,GENE-N,Not
24859,GENE-Y,GENE-Y,Not
24860,GENE-Y,GENE-Y,Not
24861,GENE-Y,GENE-Y,Not
24862,GENE-Y,GENE-Y,Not
24863,GENE-N,GENE-Y,Not
24864,GENE-N,GENE-Y,Not
